full_name,url,language,stars,created_at,days_inactive,lot,code_churn_normalized,pr_merge_time_median_h,issues_resolution_time_h,active_contributors,bus_factor_ratio,pr_count_merged,comment_per_pr_avg,closed_issues,review_cycle_count,has_ci,ci_success_rate,has_tests,weighted_experience,commit_velocity_trend,release_regularity,weekend_commit_ratio,dependency_count,language_diversity,avg_file_size_loc,total_commits,net_loc,churn_loc,active_days,churn_hours,cycle_time_hours,cocomo_pm,cocomo_hours,effort_target,reliability_score
Eugeny/tabby,https://github.com/Eugeny/tabby,TypeScript,70665,2016-12-23T09:06:10Z,0,2,160.0,0.9526388888888888,22.79138888888889,160,0.8869,84,0.0,1,2.0,1,0.68,0,13.906,0.0979,39.4,0.25,76,0.2103,0.0,4748,237400,379840,2374,25322.7,152.4,898.77,143802.8,41467.6,76.1
toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,TypeScript,67665,2022-07-31T18:45:21Z,0,2,160.02,0.93125,22.83,226,0.1156,90,0.0,1,1.0,1,0.54,1,10.159,-1.7238,5.62,0.29,155,0.1027,0.0,10287,514350,822960,5143,54864.0,210.5,1686.68,269868.9,81468.9,88.8
thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,TypeScript,67126,2025-08-31T20:50:03Z,0,2,160.0,2.132222222222222,220.41722222222222,94,0.8568,54,0.0,1,1.0,1,0.28,1,14.956,-4.3042,1.99,0.14,123,0.1726,0.0,1760,88000,140800,880,9386.7,200.4,317.03,50724.7,14898.4,81.4
apache/echarts,https://github.com/apache/echarts,TypeScript,66218,2013-04-03T03:18:59Z,2,2,160.02,1.5186111111111111,45.70388888888889,266,0.3152,26,0.0,1,1.0,1,0.48,1,13.832,-0.1119,58.7,0.07,204,0.1194,0.0,10045,502250,803600,5022,53573.3,404.0,1645.04,263206.8,79549.2,86.7
facebook/docusaurus,https://github.com/facebook/docusaurus,TypeScript,64704,2017-06-20T16:13:53Z,0,2,160.03,14.217916666666667,7.628333333333333,456,0.2157,86,0.0,1,2.0,1,0.28,1,11.789,-0.014,43.84,0.04,151,0.0411,0.0,5341,267050,427280,2670,28485.3,6483.4,847.49,135598.0,43307.3,87.8
socketio/socket.io,https://github.com/socketio/socket.io,TypeScript,63054,2010-03-11T18:24:48Z,8,2,160.0,19.005,124.70555555555555,402,0.5114,39,0.0,1,0.0,1,0.64,0,15.722,0.2308,59.37,0.03,51,0.3611,0.0,7096,354800,567680,3548,37845.3,7640.0,1142.07,182731.8,57761.0,79.2
nocodb/nocodb,https://github.com/nocodb/nocodb,TypeScript,62836,2017-10-29T18:51:48Z,0,2,160.0,4.5256944444444445,12.91638888888889,321,0.1813,64,0.0,1,1.0,1,0.76,0,7.647,4.9056,20.27,0.0,67,0.3828,0.0,40871,2043550,3269680,20435,217978.7,1452.7,7179.86,1148777.1,339180.6,83.2
reduxjs/redux,https://github.com/reduxjs/redux,TypeScript,61452,2015-05-29T23:53:15Z,1,2,160.0,2.278194444444445,11.840277777777777,419,0.3091,52,0.0,1,1.0,1,1.0,1,14.869,0.0734,113.76,0.16,49,0.1479,0.0,3420,171000,273600,1710,18240.0,954.6,530.71,84913.6,26389.1,86.8
cline/cline,https://github.com/cline/cline,TypeScript,60970,2024-07-06T07:28:10Z,0,2,160.0,11.540277777777778,21.558611111111112,284,0.376,14,0.0,1,1.0,1,0.34,1,10.425,-6.7517,2.44,0.03,375,0.0173,0.0,4886,244300,390880,2443,26058.7,3277.4,771.85,123495.4,38711.7,86.2
nuxt/nuxt,https://github.com/nuxt/nuxt,TypeScript,60122,2016-10-26T11:18:47Z,0,2,160.02,113.05458333333334,34.00694444444444,418,0.3622,36,0.0,1,1.0,1,0.58,1,10.116,-1.5175,11.98,0.28,98,0.0261,0.0,8481,424050,678480,4240,45232.0,47256.8,1377.21,220353.1,80863.7,86.4
withastro/astro,https://github.com/withastro/astro,TypeScript,58740,2021-03-15T17:19:47Z,0,2,160.01,2.686111111111111,14.047361111111112,338,0.1543,75,0.0,1,1.0,1,0.56,0,11.744,-1.2972,1.52,0.02,91,0.0656,0.0,12187,609350,974960,6093,64997.3,907.9,2015.22,322434.4,97257.9,83.5
paperclipai/paperclip,https://github.com/paperclipai/paperclip,TypeScript,58611,2026-03-02T15:01:51Z,0,2,160.07,3.161944444444444,6.500555555555556,82,0.8353,30,0.0,1,1.0,1,0.36,1,8.905,9.1748,3.18,0.17,66,0.0221,0.0,2265,113250,181200,1132,12080.0,259.3,413.17,66107.8,19339.4,81.6
pmndrs/zustand,https://github.com/pmndrs/zustand,TypeScript,57847,2019-04-09T09:10:06Z,4,2,160.0,10.875277777777779,1.6666666666666667,332,0.3186,76,0.0,1,1.0,1,0.72,1,13.715,-0.3916,30.94,0.2,114,0.0213,0.0,1290,64500,103200,645,6880.0,3610.6,190.66,30504.9,10624.2,86.5
remix-run/react-router,https://github.com/remix-run/react-router,TypeScript,56370,2014-05-16T22:22:51Z,0,2,160.0,5.658611111111111,17.844722222222224,426,0.2071,63,0.0,1,1.5,1,0.56,0,14.842,1.9545,8.05,0.0,81,0.0107,0.0,9442,472100,755360,4721,50357.3,2410.6,1541.51,246641.9,75230.2,82.9
shareAI-lab/learn-claude-code,https://github.com/shareAI-lab/learn-claude-code,TypeScript,56322,2025-06-29T15:34:15Z,10,2,160.0,96.93,20.59861111111111,20,0.5,29,0.0,1,0.0,1,0.2,1,8.114,0.5804,0.0,0.4348,0,0.408,0.0,66,3300,5280,33,352.0,1938.6,8.41,1345.2,1026.6,70.2
appwrite/appwrite,https://github.com/appwrite/appwrite,TypeScript,55864,2019-04-08T16:36:25Z,0,2,160.0,7.809166666666667,7.151388888888889,364,0.1643,67,0.0,1,2.0,1,0.92,1,11.712,-2.1643,31.7,0.0,4,0.3908,0.0,33653,1682650,2692240,16826,179482.7,2842.5,5854.7,936752.2,277944.5,88.4
laurent22/joplin,https://github.com/laurent22/joplin,TypeScript,54483,2017-01-16T21:49:41Z,0,2,160.0,21.948611111111113,70.42805555555556,435,0.6695,73,0.0,1,1.0,1,0.92,0,12.388,-1.1119,12.2,0.19,169,0.2691,0.0,12504,625200,1000320,6252,66688.0,9547.6,2070.29,331246.4,102457.6,78.3
code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent,TypeScript,54018,2025-12-03T01:40:05Z,0,2,160.03,0.6174999999999999,17.316388888888888,192,0.7386,50,0.0,1,1.0,1,0.36,1,9.367,-11.5664,2.69,0.34,68,0.0426,0.0,4683,234150,374640,2341,24976.0,118.6,885.85,141736.4,40870.9,82.6
upstash/context7,https://github.com/upstash/context7,TypeScript,53678,2025-03-26T23:40:39Z,0,2,160.22,10.925,22.52861111111111,111,0.4883,71,0.0,1,1.0,1,0.64,0,6.094,-0.3042,4.71,0.03,37,0.0728,0.0,727,36350,58160,363,3877.3,1212.7,104.41,16705.6,5643.6,76.0
vuejs/core,https://github.com/vuejs/core,TypeScript,53522,2018-06-12T13:49:36Z,0,2,160.0,6.7825,18.944166666666668,439,0.6191,51,0.0,1,1.5,1,0.76,0,13.82,0.1329,7.71,0.0,99,0.034,0.0,5776,288800,462080,2888,30805.3,2977.5,920.11,147217.1,45739.3,78.8
koala73/worldmonitor,https://github.com/koala73/worldmonitor,TypeScript,52587,2026-01-08T17:26:06Z,0,2,160.0,0.9369444444444445,1.9647222222222223,70,0.9103,71,0.0,1,1.0,1,0.92,1,14.366,5.1923,0.55,0.16,166,0.4293,0.0,3588,179400,287040,1794,19136.0,65.6,669.74,107158.4,31019.4,80.9
ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,TypeScript,52474,2013-08-20T23:06:02Z,0,2,160.01,6.533888888888889,33.18388888888889,391,0.1774,35,0.0,1,3.0,1,0.84,0,14.244,-0.3077,8.51,0.0,5,0.3889,0.0,13961,698050,1116880,6980,74458.7,2554.8,2324.3,371887.9,112373.4,83.2
FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,TypeScript,52266,2023-03-31T12:23:09Z,0,2,160.05,2.518194444444444,50.025,311,0.5118,86,0.0,1,2.0,1,0.8,0,9.254,0.514,13.74,0.02,85,0.4051,0.0,3431,171550,274480,1715,18298.7,783.2,532.5,85200.4,26424.4,79.9
DefinitelyTyped/DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript,51197,2012-10-05T16:39:45Z,1,2,160.0,3.6275,0.0,386,0.1073,85,0.0,1,1.0,1,0.86,0,15.334,-1.5455,0.0,0.07,39,0.0014,0.0,40050,2002500,3204000,20025,213600.0,1400.2,7028.5,1124559.3,332131.9,83.8
lyswhut/lx-music-desktop,https://github.com/lyswhut/lx-music-desktop,TypeScript,50470,2019-08-14T14:31:08Z,15,2,160.06,9.760277777777778,102.6125,15,0.9665,33,0.0,1,0.0,1,0.8,0,9.6,-0.1259,52.05,0.34,217,0.6055,0.0,2511,125550,200880,1255,13392.0,146.4,460.42,73666.5,21473.2,70.3
cypress-io/cypress,https://github.com/cypress-io/cypress,TypeScript,49618,2015-03-04T00:46:28Z,0,2,160.0,27.093333333333334,7.725,408,0.3722,81,0.0,1,1.0,1,0.68,0,13.527,0.9161,4.49,0.07,217,0.4486,0.0,19088,954400,1527040,9544,101802.7,11054.1,3227.96,516473.7,157512.3,81.3
TanStack/query,https://github.com/TanStack/query,TypeScript,49222,2019-09-10T19:23:58Z,0,2,160.04,3.356388888888889,155.2313888888889,457,0.3603,81,0.0,1,2.0,1,0.82,0,11.806,3.0979,0.04,0.34,80,0.0325,0.0,3725,186250,298000,1862,19866.7,1533.9,580.51,92882.2,28970.0,81.4
expo/expo,https://github.com/expo/expo,TypeScript,48994,2016-08-15T17:14:25Z,0,2,160.01,22.398888888888887,16.703333333333333,400,0.1076,37,0.0,1,1.0,1,0.46,0,13.682,-1.6154,0.0,0.02,32,0.434,0.0,29251,1462550,2340080,14625,156005.3,8959.6,5053.33,808532.5,242397.0,83.9
OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,TypeScript,48410,2025-06-22T08:02:17Z,0,2,160.0,5.574722222222222,357.00416666666666,95,0.6752,64,0.0,1,1.5,1,0.1,0,2.866,0.7168,17.91,0.1,29,0.0703,0.0,1478,73900,118240,739,7882.7,529.6,219.93,35189.1,11138.0,78.2
makeplane/plane,https://github.com/makeplane/plane,TypeScript,48383,2022-11-19T12:55:01Z,0,2,160.02,11.491666666666667,74.61944444444444,144,0.1683,68,0.0,1,1.0,1,0.44,0,6.191,-0.6853,23.65,0.03,54,0.2476,0.0,6939,346950,555120,3469,37008.0,1654.8,1115.56,178489.0,54698.2,83.3
type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,TypeScript,48001,2020-07-23T14:33:11Z,2,2,160.19,6.122777777777777,39.69916666666667,233,0.3808,84,0.0,1,1.0,1,0.98,0,9.832,-0.2133,0.0,0.23,21,0.02,0.0,843,42150,67440,421,4496.0,1426.6,121.97,19515.0,6579.0,78.7
pixijs/pixijs,https://github.com/pixijs/pixijs,TypeScript,47006,2013-01-21T22:40:50Z,1,2,160.02,32.38472222222222,432.33,387,0.3308,77,0.0,1,1.0,1,0.58,1,12.784,-0.8217,12.37,0.03,222,0.0413,0.0,8167,408350,653360,4083,43557.3,12532.9,1323.72,211794.9,67897.5,86.6
tldraw/tldraw,https://github.com/tldraw/tldraw,TypeScript,46508,2021-05-09T11:48:37Z,0,2,160.0,1.067361111111111,40.72097222222222,209,0.441,86,0.0,1,1.0,1,0.66,0,11.44,-0.3007,7.64,0.12,105,0.1262,0.0,5492,274600,439360,2746,29290.7,223.1,872.66,139626.2,42637.5,80.6
slidevjs/slidev,https://github.com/slidevjs/slidev,TypeScript,46016,2021-04-24T01:25:23Z,2,2,160.0,1.8463888888888889,110.41194444444444,343,0.6519,71,0.0,1,1.0,1,0.88,1,10.486,0.4021,11.91,0.04,58,0.3256,0.0,3002,150100,240160,1501,16010.7,633.3,462.82,74051.0,23005.5,83.3
prisma/prisma,https://github.com/prisma/prisma,TypeScript,45835,2019-06-20T13:33:47Z,1,2,160.0,38.769999999999996,106.57944444444445,337,0.2437,44,0.0,1,1.0,1,0.4,0,11.458,-1.1189,5.61,0.0,100,0.0102,0.0,10292,514600,823360,5146,54890.7,13065.5,1687.54,270006.7,85366.3,82.5
jestjs/jest,https://github.com/jestjs/jest,TypeScript,45342,2013-12-10T00:18:04Z,5,2,160.0,7.504166666666666,1441.7108333333333,422,0.287,84,0.0,1,1.0,1,0.8,0,14.038,-0.0559,49.64,0.13,156,0.2079,0.0,5906,295300,472480,2953,31498.7,3166.8,941.86,150698.1,46839.0,81.7
chenglou/pretext,https://github.com/chenglou/pretext,TypeScript,45331,2026-03-07T21:06:28Z,3,2,160.0,21.293055555555554,39.49972222222222,7,0.9815,5,0.0,1,0.0,1,0.96,0,13.749,3.4336,0.0,0.55,86,0.0907,0.0,378,18900,30240,189,2016.0,149.1,63.05,10087.8,3070.3,55.9
RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,TypeScript,45200,2015-05-19T07:36:09Z,0,2,160.0,2.1569444444444446,8.869166666666667,367,0.1628,47,0.0,1,2.0,1,0.2,0,13.643,-0.514,2.84,0.0,88,0.0604,0.0,26736,1336800,2138880,13368,142592.0,791.6,4598.13,735700.4,218673.6,83.4
twentyhq/twenty,https://github.com/twentyhq/twenty,TypeScript,45176,2022-12-01T13:04:40Z,0,2,160.0,1.6129166666666666,4.045277777777778,455,0.1386,74,0.0,1,1.0,1,0.86,0,9.756,6.0315,7.93,0.02,146,0.2149,0.0,10266,513300,821280,5133,54752.0,733.9,1683.07,269290.5,81454.3,83.6
upscayl/upscayl,https://github.com/upscayl/upscayl,TypeScript,44837,2022-07-30T17:19:20Z,29,2,160.17,0.0,860.8508333333333,45,0.6774,0,0.0,1,0.0,1,1.0,0,9.282,0.0105,44.39,0.25,166,0.0942,0.0,961,48050,76880,480,5125.3,0.0,139.96,22392.8,7041.2,75.2
